web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1679869974-2629","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","12:00","Parcialmente cubierto","21°","26 > 44 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2630","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","12:30","Parcialmente cubierto","21°","32 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2631","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","13:00","Parcialmente cubierto","20°","20 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2632","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","13:30","Parcialmente cubierto","21°","32 km/h","53%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2633","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","14:00","Parcialmente cubierto","21°","33 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2634","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","14:30","Parcialmente cubierto","22°","32 km/h","50%","1016 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2635","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","15:00","Parcialmente cubierto","22°","26 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2636","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","15:30","Parcialmente cubierto","22°","24 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2637","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","16:00","Parcialmente cubierto","21°","28 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2638","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","16:30","Parcialmente cubierto","20°","26 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2639","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","17:00","Nubes dispersas","21°","24 km/h","49%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2640","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","17:30","Nubes dispersas","20°","22 km/h","53%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2641","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","18:00","Nubes dispersas","20°","22 km/h","53%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2642","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","18:30","Nubes dispersas","19°","17 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2643","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","19:00","Nubes dispersas","19°","13 km/h","56%","1018 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2644","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","19:30","Nubes dispersas","19°","13 km/h","56%","1018 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2645","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","20:00","Nubes dispersas","18°","15 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2646","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","20:30","Nubes dispersas","18°","15 km/h","59%","1018 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2647","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","21:00","Nubes dispersas","18°","19 km/h","59%","1019 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2648","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","21:30","Nubes dispersas","19°","15 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2649","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","22:00","Parcialmente cubierto","19°","17 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2650","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","22:30","Nubes dispersas","18°","13 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2651","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","23:00","Mayormente cubierto","19°","13 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869974-2652","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 3 Diciembre 2019","23:30","Nubes dispersas","18°","15 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html"
"1679869976-2653","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","00:00","Parcialmente cubierto","18°","15 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2654","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2655","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","00:30","Nubes dispersas","18°","13 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2656","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","01:00","Nubes dispersas","18°","11 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2657","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","01:30","Mayormente cubierto","18°","11 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2658","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","02:00","Mayormente cubierto","19°","13 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2659","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","02:30","Parcialmente cubierto","18°","13 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2660","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","03:00","Nubes dispersas","17°","13 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2661","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","03:30","Parcialmente cubierto","18°","13 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2662","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","04:00","Parcialmente cubierto","17°","13 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2663","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","04:30","Parcialmente cubierto","18°","11 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2664","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","05:00","Mayormente cubierto","18°","11 km/h","59%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2665","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","05:30","Mayormente cubierto","18°","9 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2666","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","06:00","Mayormente cubierto","18°","22 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2667","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","06:30","Mayormente cubierto","18°","17 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2668","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","07:00","Mayormente cubierto","18°","19 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2669","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","07:30","Mayormente cubierto","18°","17 km/h","59%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2670","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","08:00","Mayormente cubierto","19°","11 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2671","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","08:30","Mayormente cubierto","19°","9 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2672","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","09:00","Mayormente cubierto","19°","11 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2673","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","09:30","Parcialmente cubierto","20°","13 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2674","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","10:00","Parcialmente cubierto","21°","17 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2675","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","10:30","Mayormente cubierto","22°","19 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2676","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","11:00","Mayormente cubierto","21°","22 km/h","46%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2677","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","11:30","Mayormente cubierto","21°","22 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2678","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","12:00","Mayormente cubierto","21°","19 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2679","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","12:30","Mayormente cubierto","22°","20 > 39 km/h","43%","1019 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2680","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","13:00","Mayormente cubierto","22°","26 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2681","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","13:30","Mayormente cubierto","22°","26 km/h","46%","1018 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2682","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","14:00","Mayormente cubierto","22°","22 km/h","43%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2683","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","14:30","Mayormente cubierto","22°","11 > 35 km/h","46%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2684","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","15:00","Parcialmente cubierto","22°","13 km/h","46%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2685","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","15:30","Parcialmente cubierto","22°","11 km/h","46%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2686","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","16:00","Parcialmente cubierto","21°","13 km/h","53%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2687","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","16:30","Parcialmente cubierto","21°","11 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2688","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","17:00","Mayormente cubierto","21°","7 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2689","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","17:30","Mayormente cubierto","21°","22 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2690","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","18:00","Mayormente cubierto","20°","24 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2691","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","18:30","Mayormente cubierto","20°","13 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2692","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","19:00","Mayormente cubierto","20°","6 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2693","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","19:30","Parcialmente cubierto","19°","7 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2694","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","20:00","Mayormente cubierto","20°","15 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2695","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","20:30","Mayormente cubierto","20°","9 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2696","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","21:00","Mayormente cubierto","20°","7 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2697","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","21:30","Parcialmente cubierto","20°","9 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2698","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","22:00","Parcialmente cubierto","19°","9 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2699","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","22:30","Mayormente cubierto","19°","7 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2700","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","23:00","Parcialmente cubierto","19°","7 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869976-2701","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 4 Diciembre 2019","23:30","Parcialmente cubierto","18°","6 km/h","68%","1016 hPa","https://www.tutiempo.net/registros/gclp/4-diciembre-2019.html"
"1679869979-2702","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","00:00","Parcialmente cubierto","18°","6 km/h","73%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
"1679869979-2703","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 5 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/5-diciembre-2019.html"
